nb_drones: 5

# ── HUBS ──
start_hub: hub_21509749 51124 544073 [color=green max_drones=5]
connection: node_94584768-node_1552848580 [max_link_capacity=2]
connection: node_94584768-node_26784620 [max_link_capacity=2]
connection: node_94584768-node_94655043 [max_link_capacity=2]
connection: node_24942232-node_24950130 [max_link_capacity=2]
connection: node_24942232-node_1262361193 [max_link_capacity=2]
connection: node_24950130-node_24950131 [max_link_capacity=2]
connection: node_24950130-node_1561711327 [max_link_capacity=2]
connection: node_1262361193-node_1262361193 [max_link_capacity=2]
connection: node_1262361193-node_1262361193 [max_link_capacity=2]
connection: node_1262361193-node_24942232 [max_link_capacity=2]
connection: node_24942235-node_1559033311 [max_link_capacity=2]
connection: node_24942235-node_81803365 [max_link_capacity=5]
connection: node_24942235-node_29079215 [max_link_capacity=5]
connection: node_24942235-node_29079296 [max_link_capacity=2]
connection: node_1559033311-node_81803365 [max_link_capacity=2]
connection: node_1559033311-node_24942242 [max_link_capacity=2]
connection: node_1559033311-node_24942235 [max_link_capacity=2]
connection: node_81803365-node_24942235 [max_link_capacity=5]
connection: node_81803365-node_24942259 [max_link_capacity=5]
connection: node_29079215-node_31305001 [max_link_capacity=2]
connection: node_29079215-node_1243241547 [max_link_capacity=2]
connection: node_29079215-node_25231622 [max_link_capacity=5]
connection: node_29079215-node_24942235 [max_link_capacity=5]
connection: node_29079296-node_36464149 [max_link_capacity=2]
connection: node_29079296-node_1243241547 [max_link_capacity=2]
connection: node_29079296-node_24942235 [max_link_capacity=2]
connection: node_24942242-node_254504481 [max_link_capacity=2]
connection: node_24942242-node_29709267 [max_link_capacity=2]
connection: node_24942242-node_1559033311 [max_link_capacity=2]
connection: node_254504481-node_24942242 [max_link_capacity=2]
connection: node_29709267-node_29709275 [max_link_capacity=2]
connection: node_29709267-node_33240882 [max_link_capacity=2]
connection: node_29709267-node_24942242 [max_link_capacity=2]
connection: node_343206186-node_485083472 [max_link_capacity=2]
connection: node_343206186-node_24942259 [max_link_capacity=2]
connection: node_343206186-node_1255490841 [max_link_capacity=2]
connection: node_24942316-node_277794526 [max_link_capacity=2]
connection: node_24942316-node_1274345585 [max_link_capacity=2]
connection: node_24942316-node_665145901 [max_link_capacity=2]
connection: node_277794526-node_24942316 [max_link_capacity=2]
connection: node_277794526-node_30220512 [max_link_capacity=2]
connection: node_277794526-node_29709282 [max_link_capacity=2]
connection: node_1274345585-node_29709280 [max_link_capacity=2]
connection: node_1274345585-node_1279329306 [max_link_capacity=2]
connection: node_1274345585-node_24942316 [max_link_capacity=2]
connection: node_665145901-node_24942316 [max_link_capacity=2]
connection: node_665145901-node_1561711629 [max_link_capacity=2]
connection: node_665145901-node_1279329306 [max_link_capacity=2]
connection: node_24942317-node_29709274 [max_link_capacity=2]
connection: node_24942317-node_1293730921 [max_link_capacity=2]
connection: node_24942317-node_33240882 [max_link_capacity=2]
connection: node_29709274-node_29709275 [max_link_capacity=2]
connection: node_29709274-node_30220512 [max_link_capacity=2]
connection: node_29709274-node_24942317 [max_link_capacity=2]
connection: node_1293730921-node_25231629 [max_link_capacity=2]
connection: node_1293730921-node_1293730936 [max_link_capacity=2]
connection: node_1293730921-node_24942317 [max_link_capacity=2]
connection: node_33240882-node_33240933 [max_link_capacity=2]
connection: node_33240882-node_24942317 [max_link_capacity=2]
connection: node_33240882-node_29709267 [max_link_capacity=2]
connection: node_24942569-node_1552848580 [max_link_capacity=2]
connection: node_25554023-node_24945356 [max_link_capacity=2]
connection: node_25554023-node_25104125 [max_link_capacity=2]
connection: node_25554023-node_25711036 [max_link_capacity=2]
connection: node_26784620-node_94584768 [max_link_capacity=2]
connection: node_26784620-node_25711042 [max_link_capacity=2]
connection: node_26784620-node_21777257 [max_link_capacity=2]
connection: node_24950131-node_24950142 [max_link_capacity=2]
connection: node_24950131-node_1263156559 [max_link_capacity=2]
connection: node_1561711327-node_21740280 [max_link_capacity=2]
connection: node_1561711327-node_24950130 [max_link_capacity=2]
connection: node_1561711327-node_2286740392 [max_link_capacity=2]
connection: node_24950142-node_24942232 [max_link_capacity=2]
connection: node_24950142-node_358054325 [max_link_capacity=2]
connection: node_1263156559-node_24950131 [max_link_capacity=2]
connection: node_1263156559-node_1263156561 [max_link_capacity=2]
connection: node_1263156559-node_24950134 [max_link_capacity=2]
connection: node_24950134-node_1263156561 [max_link_capacity=2]
connection: node_24950134-node_1263156559 [max_link_capacity=2]
connection: node_24950134-node_1263156465 [max_link_capacity=2]
connection: node_1263156561-node_24950134 [max_link_capacity=2]
connection: node_1263156561-node_32641910 [max_link_capacity=2]
connection: node_1263156561-node_1263156559 [max_link_capacity=2]
connection: node_1263156465-node_1263156465 [max_link_capacity=2]
connection: node_1263156465-node_1263156465 [max_link_capacity=2]
connection: node_1263156465-node_24950134 [max_link_capacity=2]
connection: node_358054325-node_24950142 [max_link_capacity=2]
connection: node_358054325-node_358054372 [max_link_capacity=2]
connection: node_358054325-node_26044111 [max_link_capacity=2]
connection: node_24950645-node_1240298394 [max_link_capacity=10]
connection: node_24950645-node_773963976 [max_link_capacity=10]
connection: node_1240298394-node_1240298400 [max_link_capacity=5]
connection: node_1240298394-node_29690169 [max_link_capacity=10]
connection: node_773963976-node_30220516 [max_link_capacity=10]
connection: node_773963976-node_24950645 [max_link_capacity=10]
connection: node_773963976-node_24950703 [max_link_capacity=2]
connection: node_343780224-node_24950703 [max_link_capacity=2]
connection: node_343780224-node_636998483 [max_link_capacity=2]
connection: node_343780224-node_323820291 [max_link_capacity=2]
connection: node_343780224-node_1561711639 [max_link_capacity=2]
connection: node_24952646-node_24952649 [max_link_capacity=2]
connection: node_24952646-node_323820291 [max_link_capacity=2]
connection: node_24952646-node_24950703 [max_link_capacity=2]
connection: node_24950707-node_1323744213 [max_link_capacity=2]
connection: node_24950707-node_32857329 [max_link_capacity=2]
connection: node_24950707-node_24952651 [max_link_capacity=2]
connection: node_1323744213-node_24952655 [max_link_capacity=2]
connection: node_1323744213-node_24950707 [max_link_capacity=2]
connection: node_1323744213-node_24952656 [max_link_capacity=2]
connection: node_32857329-node_1319335603 [max_link_capacity=2]
connection: node_32857329-node_24950707 [max_link_capacity=2]
connection: node_32857329-node_1306852108 [max_link_capacity=2]
connection: node_24952651-node_24952649 [max_link_capacity=2]
connection: node_24952651-node_24952652 [max_link_capacity=2]
connection: node_24952651-node_24950707 [max_link_capacity=2]
connection: node_24950718-node_785861637 [max_link_capacity=2]
connection: node_24950718-node_1348357944 [max_link_capacity=2]
connection: node_24950718-node_1347099191 [max_link_capacity=2]
connection: node_785861637-node_30983944 [max_link_capacity=10]
connection: node_785861637-node_24950718 [max_link_capacity=2]
connection: node_785861637-node_1293240481 [max_link_capacity=2]
connection: node_785861637-node_30640235 [max_link_capacity=10]
connection: node_1348357944-node_30989965 [max_link_capacity=2]
connection: node_1348357944-node_24950718 [max_link_capacity=2]
connection: node_1348357944-node_30898894 [max_link_capacity=2]
connection: node_1347099191-node_24950718 [max_link_capacity=2]
connection: node_24952649-node_24952651 [max_link_capacity=2]
connection: node_24952649-node_24952646 [max_link_capacity=2]
connection: node_24952649-node_24952650 [max_link_capacity=2]
connection: node_323820291-node_24952648 [max_link_capacity=2]
connection: node_323820291-node_24952646 [max_link_capacity=2]
connection: node_323820291-node_343780224 [max_link_capacity=2]
connection: node_24952648-node_323820291 [max_link_capacity=2]
connection: node_24952648-node_1561711639 [max_link_capacity=2]
connection: node_24952648-node_24952650 [max_link_capacity=2]
connection: node_1561711639-node_1316176332 [max_link_capacity=2]
connection: node_1561711639-node_343780224 [max_link_capacity=2]
connection: node_1561711639-node_24952648 [max_link_capacity=2]
connection: node_24952650-node_24952649 [max_link_capacity=2]
connection: node_24952650-node_24952648 [max_link_capacity=2]
connection: node_24952650-node_24952652 [max_link_capacity=2]
connection: node_24952652-node_24952651 [max_link_capacity=2]
connection: node_24952652-node_24952650 [max_link_capacity=2]
connection: node_24952652-node_24952655 [max_link_capacity=2]
connection: node_24952655-node_1323744213 [max_link_capacity=2]
connection: node_24952655-node_24952656 [max_link_capacity=2]
connection: node_24952655-node_1322194346 [max_link_capacity=2]
connection: node_24952655-node_24952652 [max_link_capacity=2]
connection: node_24952656-node_24952659 [max_link_capacity=2]
connection: node_24952656-node_24952655 [max_link_capacity=2]
connection: node_24952656-node_1323744213 [max_link_capacity=2]
connection: node_1322194346-node_24952659 [max_link_capacity=2]
connection: node_1322194346-node_24952661 [max_link_capacity=2]
connection: node_1322194346-node_24952655 [max_link_capacity=2]
connection: node_24952659-node_24952656 [max_link_capacity=2]
connection: node_24952659-node_1322194346 [max_link_capacity=2]
connection: node_24952659-node_24952662 [max_link_capacity=2]
connection: node_24952662-node_24952661 [max_link_capacity=2]
connection: node_24952662-node_24952659 [max_link_capacity=2]
connection: node_24952662-node_268131066 [max_link_capacity=2]
connection: node_24952661-node_30898857 [max_link_capacity=2]
connection: node_24952661-node_24952662 [max_link_capacity=2]
connection: node_24952661-node_1322194346 [max_link_capacity=2]
connection: node_30898857-node_30898894 [max_link_capacity=2]
connection: node_30898857-node_24952661 [max_link_capacity=2]
connection: node_30898857-node_30989965 [max_link_capacity=2]
connection: node_268131066-node_24952662 [max_link_capacity=2]
connection: node_24953603-node_94066562 [max_link_capacity=2]
connection: node_24953603-node_29089782 [max_link_capacity=2]
connection: node_24953603-node_96070326 [max_link_capacity=2]
connection: node_94066562-node_289467306 [max_link_capacity=2]
connection: node_94066562-node_24953603 [max_link_capacity=2]
connection: node_94066562-node_96068889 [max_link_capacity=2]
connection: node_94066562-node_2272643215 [max_link_capacity=2]
connection: node_29089782-node_24953603 [max_link_capacity=2]
connection: node_29089782-node_29089769 [max_link_capacity=2]
connection: node_29089782-node_1561447061 [max_link_capacity=2]
connection: node_96070326-node_96068889 [max_link_capacity=2]
connection: node_96070326-node_1156628574 [max_link_capacity=2]
connection: node_96070326-node_24953603 [max_link_capacity=2]
connection: node_96070326-node_1561447085 [max_link_capacity=2]
connection: node_24953615-node_252470375 [max_link_capacity=2]
connection: node_24953615-node_30901778 [max_link_capacity=2]
connection: node_24953615-node_26769614 [max_link_capacity=2]
connection: node_252470375-node_24953618 [max_link_capacity=2]
connection: node_252470375-node_30901779 [max_link_capacity=2]
connection: node_252470375-node_24953615 [max_link_capacity=2]
connection: node_30901778-node_30901777 [max_link_capacity=2]
connection: node_30901778-node_1059989182 [max_link_capacity=2]
connection: node_30901778-node_24953615 [max_link_capacity=2]
connection: node_26769614-node_24953615 [max_link_capacity=2]
connection: node_26769614-node_1431755347 [max_link_capacity=2]
connection: node_26769614-node_26769605 [max_link_capacity=2]
connection: node_24953618-node_252470375 [max_link_capacity=2]
connection: node_24953618-node_60954457 [max_link_capacity=2]
connection: node_24953618-node_12657650556 [max_link_capacity=2]
connection: node_60954457-node_24953618 [max_link_capacity=2]
connection: node_60954457-node_254504951 [max_link_capacity=2]
connection: node_60954457-node_254504961 [max_link_capacity=2]
connection: node_60954457-node_254506747 [max_link_capacity=2]
connection: node_12657650556-node_1561854865 [max_link_capacity=2]
connection: node_12657650556-node_254504951 [max_link_capacity=2]
connection: node_12657650556-node_24953618 [max_link_capacity=2]
connection: node_24957389-node_21740308 [max_link_capacity=10]
connection: node_24957389-node_95089950 [max_link_capacity=10]
connection: node_95089950-node_2287260690 [max_link_capacity=10]
connection: node_95089950-node_1305814520 [max_link_capacity=2]
connection: node_95089950-node_95090592 [max_link_capacity=2]
connection: node_24957395-node_255393402 [max_link_capacity=2]
connection: node_24957395-node_1390735986 [max_link_capacity=2]
connection: node_24957395-node_1390735912 [max_link_capacity=2]
connection: node_255393402-node_24957395 [max_link_capacity=2]
connection: node_255393402-node_1561763000 [max_link_capacity=2]
connection: node_1390735986-node_24957395 [max_link_capacity=2]
connection: node_1390735986-node_1293730936 [max_link_capacity=2]
connection: node_1390735986-node_1390735889 [max_link_capacity=2]
connection: node_1390735912-node_24957395 [max_link_capacity=2]
connection: node_1390735912-node_1390736010 [max_link_capacity=2]
connection: node_1390735912-node_1390735889 [max_link_capacity=2]
connection: node_25103218-node_25103319 [max_link_capacity=10]
connection: node_25103319-node_945643034 [max_link_capacity=10]
connection: node_25103319-node_26787241 [max_link_capacity=10]
connection: node_945643034-node_945643035 [max_link_capacity=10]
connection: node_945643034-node_36670443 [max_link_capacity=10]
connection: node_26787241-node_712768139 [max_link_capacity=10]
connection: node_30129066-node_25104062 [max_link_capacity=2]
connection: node_25104076-node_25104190 [max_link_capacity=2]
connection: node_25104076-node_25104062 [max_link_capacity=2]
connection: node_25104190-node_25104076 [max_link_capacity=2]
connection: node_31271857-node_25293369 [max_link_capacity=5]
connection: node_31271857-node_94913291 [max_link_capacity=2]
connection: node_31271857-node_25104104 [max_link_capacity=2]
connection: node_31271857-node_25104167 [max_link_capacity=5]
connection: node_1932923979-node_25104104 [max_link_capacity=2]
connection: node_25104106-node_1549342252 [max_link_capacity=2]
connection: node_25104106-node_21777191 [max_link_capacity=2]
connection: node_1549342252-node_25104170 [max_link_capacity=2]
connection: node_1549342252-node_1549342256 [max_link_capacity=2]
connection: node_1549334054-node_158703760 [max_link_capacity=2]
connection: node_1549334054-node_25104125 [max_link_capacity=2]
connection: node_1549334054-node_1549323360 [max_link_capacity=2]
connection: node_25104167-node_25293384 [max_link_capacity=2]
connection: node_25104167-node_29722636 [max_link_capacity=5]
connection: node_25104167-node_31271857 [max_link_capacity=5]
connection: node_25104167-node_38908430 [max_link_capacity=2]
connection: node_25293384-node_1159668611 [max_link_capacity=2]
connection: node_25293384-node_1267408157 [max_link_capacity=2]
connection: node_25293384-node_25104167 [max_link_capacity=2]
connection: node_29722636-node_25104167 [max_link_capacity=5]
connection: node_29722636-node_31137324 [max_link_capacity=2]
connection: node_29722636-node_38909137 [max_link_capacity=5]
connection: node_38908430-node_38916856 [max_link_capacity=2]
connection: node_38908430-node_441777005 [max_link_capacity=2]
connection: node_38908430-node_25104167 [max_link_capacity=2]
connection: node_25185331-node_618877347 [max_link_capacity=10]
connection: node_618877347-node_96071339 [max_link_capacity=2]
connection: node_618877347-node_2605784094 [max_link_capacity=10]
connection: node_25185400-node_249173787 [max_link_capacity=2]
connection: node_25185400-node_1561854863 [max_link_capacity=10]
connection: node_25185400-node_266650288 [max_link_capacity=2]
connection: node_249173787-node_25185400 [max_link_capacity=2]
connection: node_249173787-node_249173790 [max_link_capacity=10]
connection: node_1561854863-node_266650288 [max_link_capacity=2]
connection: node_1561854863-node_767305812 [max_link_capacity=10]
connection: node_266650288-node_266650293 [max_link_capacity=2]
connection: node_266650288-node_25185400 [max_link_capacity=2]
connection: node_266650288-node_1561854863 [max_link_capacity=2]
connection: node_25185475-node_25185499 [max_link_capacity=10]
connection: node_25185499-node_23743241 [max_link_capacity=10]
connection: node_25185641-node_24345603 [max_link_capacity=2]
connection: node_25185641-node_25185825 [max_link_capacity=2]
connection: node_25185641-node_1561711738 [max_link_capacity=10]
connection: node_25185825-node_25232115 [max_link_capacity=10]
connection: node_1561711738-node_25185863 [max_link_capacity=10]
connection: node_1561711738-node_25185835 [max_link_capacity=2]
connection: node_1561711738-node_25232074 [max_link_capacity=2]
connection: node_25185781-node_249173790 [max_link_capacity=2]
connection: node_25185781-node_25185400 [max_link_capacity=10]
connection: node_249173790-node_25185781 [max_link_capacity=2]
connection: node_249173790-node_249173792 [max_link_capacity=10]
connection: node_249173790-node_750724901 [max_link_capacity=2]
connection: node_25232115-node_25185499 [max_link_capacity=10]
connection: node_25232115-node_1232804356 [max_link_capacity=10]
connection: node_25185853-node_25185835 [max_link_capacity=2]
connection: node_25185863-node_25185853 [max_link_capacity=2]
connection: node_25185863-node_395825923 [max_link_capacity=10]
connection: node_395825923-node_24957389 [max_link_capacity=10]
connection: node_395825923-node_395825897 [max_link_capacity=10]
connection: node_25231613-node_810668978 [max_link_capacity=5]
connection: node_25231613-node_25231622 [max_link_capacity=5]
connection: node_25231613-node_29079311 [max_link_capacity=2]
connection: node_810668978-node_25231613 [max_link_capacity=5]
connection: node_810668978-node_1264106809 [max_link_capacity=2]
connection: node_810668978-node_130443458 [max_link_capacity=5]
connection: node_25231622-node_25231631 [max_link_capacity=2]
connection: node_25231622-node_25231613 [max_link_capacity=5]
connection: node_25231622-node_29079215 [max_link_capacity=5]
connection: node_29079311-node_25232279 [max_link_capacity=2]
connection: node_29079311-node_1252220995 [max_link_capacity=2]
connection: node_29079311-node_25231613 [max_link_capacity=2]
connection: node_25231615-node_25231631 [max_link_capacity=2]
connection: node_25231615-node_30220514 [max_link_capacity=2]
connection: node_25231615-node_1279329306 [max_link_capacity=2]
connection: node_25231631-node_25231615 [max_link_capacity=2]
connection: node_25231631-node_25231622 [max_link_capacity=2]
connection: node_25231631-node_1268504995 [max_link_capacity=2]
connection: node_30220514-node_25231615 [max_link_capacity=2]
connection: node_30220514-node_289878497 [max_link_capacity=2]
connection: node_30220514-node_1264106809 [max_link_capacity=2]
connection: node_1279329306-node_25231615 [max_link_capacity=2]
connection: node_1279329306-node_1274345585 [max_link_capacity=2]
connection: node_1279329306-node_665145901 [max_link_capacity=2]
connection: node_25231628-node_95107764 [max_link_capacity=2]
connection: node_25231628-node_86053974 [max_link_capacity=10]
connection: node_25231628-node_29079272 [max_link_capacity=10]
connection: node_95107764-node_29079254 [max_link_capacity=2]
connection: node_95107764-node_25231628 [max_link_capacity=2]
connection: node_95107764-node_29079256 [max_link_capacity=2]
connection: node_86053974-node_86053975 [max_link_capacity=2]
connection: node_86053974-node_26736043 [max_link_capacity=10]
connection: node_86053974-node_25231628 [max_link_capacity=10]
connection: node_29079272-node_535173027 [max_link_capacity=10]
connection: node_29079272-node_29079258 [max_link_capacity=2]
connection: node_29079272-node_25231628 [max_link_capacity=10]
connection: node_25231629-node_30220512 [max_link_capacity=2]
connection: node_25231629-node_1561711629 [max_link_capacity=2]
connection: node_25231629-node_1293730921 [max_link_capacity=2]
connection: node_30220512-node_277794526 [max_link_capacity=2]
connection: node_30220512-node_25231629 [max_link_capacity=2]
connection: node_30220512-node_29709274 [max_link_capacity=2]
connection: node_1561711629-node_665145901 [max_link_capacity=2]
connection: node_1561711629-node_29709287 [max_link_capacity=2]
connection: node_1561711629-node_25231629 [max_link_capacity=2]
connection: node_1268504995-node_25231631 [max_link_capacity=2]
connection: node_1268504995-node_29086775 [max_link_capacity=2]
connection: node_1268504995-node_31305001 [max_link_capacity=2]
connection: node_25231647-node_25231977 [max_link_capacity=2]
connection: node_25231977-node_247449898 [max_link_capacity=2]
connection: node_25231977-node_872536390 [max_link_capacity=2]
connection: node_25231977-node_25231647 [max_link_capacity=2]
connection: node_973992372-node_973992448 [max_link_capacity=2]
connection: node_973992372-node_25231693 [max_link_capacity=2]
connection: node_973992372-node_425943545 [max_link_capacity=2]
connection: node_973953852-node_973953874 [max_link_capacity=2]
connection: node_973953852-node_973953906 [max_link_capacity=10]
connection: node_973953852-node_25231693 [max_link_capacity=2]
connection: node_25231953-node_1223644025 [max_link_capacity=2]
connection: node_25231953-node_25231962 [max_link_capacity=2]
connection: node_25231953-node_25231697 [max_link_capacity=2]
connection: node_1223644025-node_25231953 [max_link_capacity=2]
connection: node_247449898-node_25231977 [max_link_capacity=2]
connection: node_872536390-node_25231985 [max_link_capacity=2]
connection: node_872536390-node_25231977 [max_link_capacity=2]
connection: node_872536390-node_1558997410 [max_link_capacity=2]
connection: node_25231985-node_872536390 [max_link_capacity=2]
connection: node_25231985-node_1172494525 [max_link_capacity=2]
connection: node_25231985-node_26773946 [max_link_capacity=2]
connection: node_25231985-node_1558997436 [max_link_capacity=2]
connection: node_1172494525-node_1172494705 [max_link_capacity=2]
connection: node_1172494525-node_1172494505 [max_link_capacity=2]
connection: node_1172494525-node_25231985 [max_link_capacity=2]
connection: node_26773946-node_427964646 [max_link_capacity=2]
connection: node_26773946-node_25231985 [max_link_capacity=2]
connection: node_26773946-node_1172494705 [max_link_capacity=2]
connection: node_25232022-node_25232262 [max_link_capacity=2]
connection: node_25232022-node_444565454 [max_link_capacity=2]
connection: node_25232022-node_26734116 [max_link_capacity=2]
connection: node_25232262-node_25232022 [max_link_capacity=2]
connection: node_25232262-node_395826055 [max_link_capacity=2]
connection: node_25232262-node_25232255 [max_link_capacity=2]
connection: node_444565454-node_395826004 [max_link_capacity=2]
connection: node_444565454-node_25232022 [max_link_capacity=2]
connection: node_26734116-node_1559022371 [max_link_capacity=2]
connection: node_26734116-node_25232022 [max_link_capacity=2]
connection: node_26734116-node_25232048 [max_link_capacity=2]
connection: node_25232048-node_26734116 [max_link_capacity=2]
connection: node_25232048-node_395826024 [max_link_capacity=2]
connection: node_25232048-node_31947181 [max_link_capacity=2]
connection: node_395826024-node_1559033334 [max_link_capacity=2]
connection: node_395826024-node_25232048 [max_link_capacity=2]
connection: node_395826024-node_395825987 [max_link_capacity=10]
connection: node_31947181-node_395825987 [max_link_capacity=2]
connection: node_31947181-node_25232048 [max_link_capacity=2]
connection: node_31947181-node_25232074 [max_link_capacity=2]
connection: node_25232074-node_31947181 [max_link_capacity=2]
connection: node_25232074-node_1561854848 [max_link_capacity=10]
connection: node_25232074-node_1561711738 [max_link_capacity=2]
connection: node_1561854848-node_26734116 [max_link_capacity=2]
connection: node_1561854848-node_25185825 [max_link_capacity=10]
connection: node_1232804356-node_23743145 [max_link_capacity=10]
connection: node_1232804356-node_23743141 [max_link_capacity=2]
connection: node_90465705-node_90465707 [max_link_capacity=2]
connection: node_90465705-node_25232216 [max_link_capacity=2]
connection: node_90465705-node_373408489 [max_link_capacity=2]
connection: node_373408489-node_90465723 [max_link_capacity=2]
connection: node_373408489-node_25232216 [max_link_capacity=2]
connection: node_373408489-node_90465705 [max_link_capacity=2]
connection: node_25232255-node_130426232 [max_link_capacity=2]
connection: node_25232255-node_394866897 [max_link_capacity=2]
connection: node_25232255-node_25232262 [max_link_capacity=2]
connection: node_130426232-node_130426242 [max_link_capacity=2]
connection: node_130426232-node_94816107 [max_link_capacity=2]
connection: node_130426232-node_25232255 [max_link_capacity=2]
connection: node_394866897-node_25232255 [max_link_capacity=2]
connection: node_394866897-node_394867308 [max_link_capacity=2]
connection: node_395826055-node_25232262 [max_link_capacity=2]
connection: node_395826055-node_395826004 [max_link_capacity=10]
connection: node_25232263-node_95092975 [max_link_capacity=2]
connection: node_25232263-node_30650477 [max_link_capacity=10]
connection: node_95092975-node_367693833 [max_link_capacity=2]
connection: node_95092975-node_25232263 [max_link_capacity=2]
connection: node_95092975-node_1236486137 [max_link_capacity=2]
connection: node_95092975-node_30650477 [max_link_capacity=2]
connection: node_30650477-node_95092975 [max_link_capacity=2]
connection: node_30650477-node_410375954 [max_link_capacity=10]
connection: node_25232279-node_29079311 [max_link_capacity=2]
connection: node_25232279-node_1252220862 [max_link_capacity=2]
connection: node_25232279-node_614228218 [max_link_capacity=2]
connection: node_1252220862-node_1559022280 [max_link_capacity=2]
connection: node_1252220862-node_25232279 [max_link_capacity=2]
connection: node_1252220862-node_25232281 [max_link_capacity=2]
connection: node_614228218-node_1252220994 [max_link_capacity=2]
connection: node_614228218-node_25232279 [max_link_capacity=2]
connection: node_614228218-node_614228220 [max_link_capacity=2]
connection: node_25232281-node_1559022289 [max_link_capacity=2]
connection: node_25232281-node_1252220862 [max_link_capacity=2]
connection: node_25232281-node_130443458 [max_link_capacity=2]
connection: node_1559022289-node_25232281 [max_link_capacity=2]
connection: node_1559022289-node_1559022291 [max_link_capacity=2]
connection: node_1559022289-node_1243680767 [max_link_capacity=2]
connection: node_130443458-node_395526645 [max_link_capacity=5]
connection: node_130443458-node_810668978 [max_link_capacity=5]
connection: node_130443458-node_25232281 [max_link_capacity=2]
connection: node_25554018-node_1397560973 [max_link_capacity=2]
connection: node_25554018-node_25284492 [max_link_capacity=2]
connection: node_25554018-node_339223284 [max_link_capacity=2]
connection: node_1390736010-node_25284499 [max_link_capacity=2]
connection: node_1390736010-node_1255917620 [max_link_capacity=2]
connection: node_1390736010-node_1390735912 [max_link_capacity=2]
connection: node_25293342-node_25293348 [max_link_capacity=2]
connection: node_25293342-node_26752752 [max_link_capacity=2]
connection: node_25293342-node_26752798 [max_link_capacity=2]
connection: node_25293342-node_713844313 [max_link_capacity=2]
connection: node_25293348-node_254306908 [max_link_capacity=2]
connection: node_25293348-node_25293342 [max_link_capacity=2]
connection: node_25293348-node_94901223 [max_link_capacity=2]
connection: node_25293348-node_1551730885 [max_link_capacity=2]
connection: node_26752752-node_29051212 [max_link_capacity=2]
connection: node_26752752-node_25293342 [max_link_capacity=2]
connection: node_26752752-node_26752762 [max_link_capacity=2]
connection: node_26752798-node_1551730885 [max_link_capacity=2]
connection: node_26752798-node_25293342 [max_link_capacity=2]
connection: node_26752798-node_3900621041 [max_link_capacity=2]
connection: node_713844313-node_5610241292 [max_link_capacity=2]
connection: node_713844313-node_25293342 [max_link_capacity=2]
connection: node_713844313-node_12657294311 [max_link_capacity=5]
connection: node_713844313-node_713583697 [max_link_capacity=5]
connection: node_254306908-node_25293348 [max_link_capacity=2]
connection: node_254306908-node_713583697 [max_link_capacity=2]
connection: node_254306908-node_710971586 [max_link_capacity=2]
connection: node_254306908-node_364358501 [max_link_capacity=2]
connection: node_94901223-node_710971586 [max_link_capacity=2]
connection: node_94901223-node_25293360 [max_link_capacity=2]
connection: node_94901223-node_25293348 [max_link_capacity=2]
connection: node_1551730885-node_26752798 [max_link_capacity=2]
connection: node_1551730885-node_25293348 [max_link_capacity=2]
connection: node_1551730885-node_1551730880 [max_link_capacity=2]
connection: node_254306911-node_29051219 [max_link_capacity=2]
connection: node_254306911-node_34484298 [max_link_capacity=2]
connection: node_25293379-node_25293369 [max_link_capacity=2]
connection: node_25293379-node_94905103 [max_link_capacity=2]
connection: node_25293379-node_94913291 [max_link_capacity=2]
connection: node_94905103-node_94905095 [max_link_capacity=2]
connection: node_94905103-node_29051219 [max_link_capacity=2]
connection: node_94905103-node_25293379 [max_link_capacity=2]
connection: node_94913291-node_25293379 [max_link_capacity=2]
connection: node_94913291-node_31271857 [max_link_capacity=2]
connection: node_94913291-node_94905116 [max_link_capacity=2]
connection: node_1159668611-node_445027979 [max_link_capacity=2]
connection: node_1159668611-node_25293384 [max_link_capacity=2]
connection: node_1159668611-node_31137316 [max_link_capacity=2]
connection: node_1267408157-node_31137316 [max_link_capacity=10]
connection: node_1267408157-node_6276931003 [max_link_capacity=10]
connection: node_1267408157-node_25293384 [max_link_capacity=2]
connection: node_25320516-node_25320573 [max_link_capacity=2]
connection: node_25320516-node_1561711324 [max_link_capacity=2]
connection: node_25320516-node_25320547 [max_link_capacity=2]
connection: node_25320573-node_25320516 [max_link_capacity=2]
connection: node_25320573-node_25553904 [max_link_capacity=2]
connection: node_25320573-node_25553895 [max_link_capacity=2]
connection: node_25320547-node_25320542 [max_link_capacity=2]
connection: node_25320547-node_25553895 [max_link_capacity=2]
connection: node_25320547-node_255712661 [max_link_capacity=2]
connection: node_25320547-node_25320516 [max_link_capacity=2]
connection: node_25320524-node_1558545726 [max_link_capacity=2]
connection: node_25320524-node_94648008 [max_link_capacity=2]
connection: node_25320524-node_94651336 [max_link_capacity=2]
connection: node_1558545726-node_25320579 [max_link_capacity=2]
connection: node_1558545726-node_25320524 [max_link_capacity=2]
connection: node_1558545726-node_1558545703 [max_link_capacity=2]
connection: node_1558545726-node_25320539 [max_link_capacity=2]
connection: node_94651336-node_25320579 [max_link_capacity=2]
connection: node_94651336-node_25320524 [max_link_capacity=2]
connection: node_25320536-node_925768338 [max_link_capacity=2]
connection: node_25320536-node_1559033314 [max_link_capacity=2]
connection: node_925768338-node_1289349583 [max_link_capacity=2]
connection: node_925768338-node_25320536 [max_link_capacity=2]
connection: node_925768338-node_925768448 [max_link_capacity=2]
